ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
472,B,Ship,4,3,244,3,medium,M,8,3318,Yes
473,C,Ship,2,2,189,4,low,M,9,3413,Yes
474,F,Ship,3,1,157,2,medium,F,39,1525,Yes
475,D,Ship,4,3,275,10,medium,M,10,2093,Yes
476,F,Ship,4,5,133,3,low,M,59,1092,Yes
477,A,Ship,4,2,149,3,medium,M,26,1863,Yes
478,B,Ship,3,4,254,2,high,F,41,3973,Yes
479,C,Ship,3,4,145,8,low,F,24,1594,Yes
480,F,Ship,3,5,179,5,low,M,56,1113,Yes
481,D,Ship,5,4,168,3,low,F,13,1317,Yes
482,F,Ship,4,5,202,3,medium,F,46,3181,Yes
483,A,Ship,3,3,220,7,low,M,25,2141,Yes
484,B,Ship,3,2,244,8,low,F,50,3562,Yes
485,C,Ship,4,3,186,7,medium,F,30,2062,Yes
486,F,Ship,5,5,263,8,medium,F,9,2236,Yes
487,D,Ship,3,1,294,4,low,F,25,1498,Yes
488,F,Ship,4,1,139,3,low,F,56,1811,Yes
489,A,Ship,7,5,192,3,low,M,46,1550,Yes
490,B,Ship,3,3,235,3,low,M,5,3065,Yes
491,C,Ship,2,1,176,3,low,F,15,1996,Yes
492,F,Ship,5,4,224,3,low,F,34,2627,Yes
493,D,Ship,3,4,128,3,medium,F,51,1524,Yes
494,F,Ship,5,4,226,5,low,M,47,2240,Yes
495,A,Ship,5,1,160,5,medium,F,16,1526,Yes
496,B,Ship,3,1,197,5,low,M,45,2224,Yes
497,C,Ship,4,2,216,3,low,F,12,2273,Yes
498,F,Ship,4,4,199,2,low,M,9,3075,Yes
499,D,Ship,5,5,271,2,low,M,27,3957,Yes
500,F,Ship,5,1,201,3,low,F,47,2657,Yes
501,A,Ship,3,4,212,2,low,M,33,2021,Yes
502,B,Ship,3,2,177,3,low,M,10,1641,Yes
503,C,Ship,3,4,191,4,medium,F,43,2903,Yes
504,F,Ship,3,2,174,3,low,M,30,1986,Yes
505,D,Ship,5,3,162,2,low,F,14,1045,Yes
506,F,Ship,3,1,219,2,low,F,39,2696,Yes
507,A,Ship,4,4,155,3,medium,F,35,1421,Yes
508,B,Ship,5,3,230,3,medium,F,3,2923,Yes
509,C,Ship,4,5,192,2,medium,F,36,2497,Yes
510,F,Ship,5,2,235,3,low,M,14,2984,Yes
511,D,Ship,3,2,200,3,low,M,46,3642,Yes
512,F,Ship,5,2,172,3,medium,M,65,1667,Yes
513,A,Ship,5,4,160,4,low,F,6,1603,Yes
514,B,Ship,5,3,250,5,low,M,12,2722,Yes
515,C,Ship,4,2,174,3,low,M,9,1682,Yes
516,F,Ship,3,2,204,3,high,F,54,3608,Yes
517,D,Ship,3,5,274,3,medium,F,51,3476,Yes
518,F,Ship,5,5,262,2,medium,F,62,3744,Yes
519,A,Ship,4,5,138,3,medium,M,23,1785,Yes
520,B,Ship,3,1,215,3,medium,F,2,3873,Yes
521,C,Ship,3,1,145,2,low,F,34,1773,Yes
522,F,Road,4,5,149,2,medium,M,56,1141,Yes
523,D,Road,6,5,212,2,medium,M,38,2359,Yes
524,F,Road,3,1,155,3,medium,F,47,1193,Yes
525,A,Road,5,2,154,3,low,M,40,1238,Yes
526,B,Road,3,3,249,3,medium,M,51,2173,Yes
527,C,Road,5,1,206,2,low,M,2,3490,Yes
528,F,Road,4,5,235,3,medium,F,22,2015,Yes
529,D,Road,5,5,261,3,medium,F,8,3257,Yes
530,F,Road,6,1,243,4,high,F,22,3537,Yes
531,A,Road,3,2,237,2,high,M,26,3103,Yes
532,B,Road,2,4,179,2,low,F,19,1900,Yes
533,C,Road,4,3,192,3,low,F,43,3498,Yes
534,F,Road,3,1,141,3,medium,F,39,1838,Yes
535,D,Road,3,2,245,3,low,F,61,2188,Yes
536,F,Road,4,4,177,4,medium,F,32,1774,Yes
537,A,Road,2,3,154,4,high,F,17,1897,Yes
538,B,Road,4,4,228,3,medium,F,12,3359,Yes
539,C,Road,3,3,207,6,high,F,24,3702,Yes
540,F,Road,4,4,266,4,medium,F,33,2701,Yes
541,D,Road,3,3,172,3,medium,F,42,1707,Yes
542,F,Road,4,3,142,3,low,F,35,1512,Yes
543,A,Road,4,5,218,3,low,F,40,3200,Yes
544,B,Flight,3,3,231,2,low,M,46,2962,Yes
545,C,Flight,4,2,180,3,low,F,47,1434,Yes
546,F,Flight,3,1,168,3,low,M,46,1886,Yes
547,D,Flight,5,5,147,4,high,F,42,1642,Yes
548,F,Flight,5,4,245,5,low,M,6,3592,Yes
549,A,Flight,2,4,182,3,medium,M,47,3792,Yes
550,B,Flight,3,4,176,3,medium,F,8,1567,Yes
551,C,Flight,5,3,197,4,medium,F,51,2917,Yes
552,F,Flight,3,5,233,3,medium,M,52,3519,Yes
553,D,Flight,3,4,156,2,low,M,8,1145,Yes
554,F,Flight,2,3,257,4,medium,F,52,2073,Yes
555,A,Flight,5,4,250,3,low,F,11,3373,Yes
556,B,Flight,5,4,189,5,low,M,3,3301,Yes
557,C,Flight,3,3,255,2,high,M,7,3311,Yes
558,F,Flight,2,3,198,2,medium,M,28,3514,Yes
559,D,Flight,4,2,164,3,medium,M,15,1489,Yes
560,F,Flight,5,2,271,3,medium,M,32,3785,Yes
561,A,Flight,3,1,185,2,medium,F,34,3299,Yes
562,B,Flight,2,5,157,6,high,F,17,1764,Yes
563,C,Flight,3,2,137,2,medium,M,17,1673,Yes
564,F,Flight,3,3,229,3,low,M,14,2164,Yes
565,D,Flight,3,3,234,2,medium,F,39,2449,Yes
566,F,Ship,4,3,216,2,low,M,52,3578,Yes
567,A,Ship,3,1,163,4,low,F,20,1940,Yes
568,B,Ship,5,2,268,3,low,M,19,2526,Yes
569,C,Ship,3,3,205,5,medium,M,35,2988,Yes
570,F,Ship,4,5,265,2,medium,F,18,2969,Yes
571,D,Ship,2,2,236,3,medium,M,3,3416,Yes
572,F,Ship,4,1,132,3,low,M,63,1901,Yes
573,A,Ship,3,4,234,2,medium,M,46,3108,Yes
574,B,Ship,4,3,108,6,low,F,22,1745,Yes
575,C,Ship,4,2,276,2,low,M,54,3706,Yes
576,F,Ship,4,2,179,4,low,M,1,1063,Yes
577,D,Ship,4,1,230,3,medium,M,40,2225,Yes
578,F,Ship,3,2,210,3,medium,F,43,2096,Yes
579,A,Ship,3,2,173,3,low,F,15,1992,Yes
580,B,Ship,2,5,201,3,medium,F,29,3894,Yes
581,C,Ship,3,3,214,2,low,M,21,3342,Yes
582,F,Ship,4,2,216,2,medium,F,22,3024,Yes
583,D,Ship,2,5,144,3,medium,M,61,1313,Yes
584,F,Ship,5,5,182,3,medium,F,27,3039,Yes
585,A,Ship,3,3,163,2,medium,F,48,1369,Yes
586,B,Ship,3,3,234,3,medium,F,8,2334,Yes
587,C,Ship,3,2,158,3,high,F,59,1307,Yes
588,F,Ship,3,5,194,2,medium,M,4,3496,Yes
589,D,Ship,3,1,201,6,medium,F,3,2497,Yes
590,F,Ship,3,2,178,2,medium,F,59,1933,Yes
591,A,Ship,4,1,214,5,medium,M,51,2669,Yes
592,B,Ship,3,3,281,2,medium,M,55,3047,Yes
593,C,Ship,3,2,260,3,medium,F,2,2176,Yes
594,F,Ship,3,2,200,2,medium,F,46,3174,Yes
595,D,Ship,5,3,209,2,high,F,49,2581,Yes
596,F,Ship,3,1,185,3,low,M,61,3280,Yes
597,A,Ship,4,3,230,3,low,F,62,2236,Yes
598,B,Ship,3,4,134,3,medium,F,31,1540,Yes
599,C,Ship,4,5,270,2,low,F,34,2821,Yes
600,F,Ship,4,1,140,3,medium,F,1,1464,Yes
601,D,Ship,6,3,133,5,medium,M,32,1367,Yes
602,F,Ship,3,4,145,3,medium,M,44,1218,Yes
603,A,Ship,4,3,206,3,medium,M,58,2135,Yes
604,B,Ship,3,1,162,2,low,F,52,1125,Yes
605,C,Ship,4,3,187,2,low,F,58,3665,Yes
606,F,Ship,4,4,166,5,low,F,54,1203,Yes
607,D,Ship,4,5,178,3,low,F,48,1819,Yes
608,F,Ship,3,1,167,2,high,F,34,1967,Yes
609,A,Ship,4,4,224,3,high,M,60,3145,Yes
610,B,Ship,4,4,158,3,medium,M,11,1224,Yes
611,C,Ship,3,4,134,2,medium,M,43,1198,Yes
612,F,Ship,4,2,147,2,medium,F,20,1387,Yes
613,D,Ship,4,3,187,3,low,M,61,2207,Yes
614,F,Ship,4,5,247,2,medium,F,18,2404,Yes
615,A,Ship,5,4,182,4,high,M,20,2212,Yes
616,B,Ship,4,1,177,4,medium,F,33,1049,Yes
617,C,Ship,5,5,143,2,high,F,18,1066,Yes
618,F,Ship,5,3,245,2,medium,F,8,3231,Yes
619,D,Ship,4,1,133,4,medium,M,64,1834,Yes
620,F,Ship,3,5,224,2,low,M,13,3891,Yes
621,A,Ship,2,5,265,2,low,F,50,3859,Yes
622,B,Ship,4,1,138,2,low,M,28,1528,Yes
623,C,Ship,3,4,253,3,low,M,6,3788,Yes
624,F,Ship,4,1,165,3,medium,M,51,1293,Yes
625,D,Ship,4,3,265,3,low,F,65,3578,Yes
626,F,Ship,3,2,238,3,high,F,54,3142,Yes
627,A,Ship,5,2,236,3,low,F,51,3402,Yes
628,B,Ship,4,2,190,5,high,F,38,3022,Yes
629,C,Ship,6,1,104,4,medium,F,23,1442,Yes
630,F,Ship,4,5,245,2,low,F,19,2616,Yes
631,D,Ship,3,1,155,3,medium,F,27,1022,Yes
632,F,Ship,3,2,233,3,low,M,63,2143,Yes
633,A,Ship,4,3,171,4,low,F,55,1539,Yes
634,B,Ship,2,3,164,2,low,M,56,1491,Yes
635,C,Ship,3,1,141,3,low,M,6,1361,Yes
636,F,Ship,5,3,266,2,low,F,61,2118,Yes
637,D,Ship,3,4,192,2,low,F,56,3765,Yes
638,F,Ship,3,3,229,6,medium,F,61,2298,Yes
639,A,Ship,6,2,269,4,medium,M,38,3171,Yes
640,B,Ship,3,4,247,4,low,M,59,2939,Yes
641,C,Ship,4,4,157,2,low,F,2,1087,Yes
642,F,Ship,3,2,148,3,medium,F,64,1280,Yes
643,D,Ship,4,1,240,2,low,M,14,2437,Yes
644,F,Ship,4,3,197,4,medium,M,58,3617,Yes
645,A,Ship,6,4,121,5,low,M,23,1734,Yes
646,B,Ship,4,2,124,3,high,M,60,1107,Yes
647,C,Ship,4,2,153,3,medium,F,53,1185,Yes
648,F,Ship,5,2,105,4,high,M,1,1622,Yes
649,D,Ship,4,3,202,3,medium,M,2,3962,Yes
650,F,Ship,5,4,162,2,low,F,54,1635,Yes
651,A,Ship,3,4,164,3,medium,M,13,1158,Yes
652,B,Ship,3,2,231,4,medium,M,48,3370,Yes
653,C,Ship,5,2,209,4,medium,F,12,2933,Yes
654,F,Ship,3,1,157,2,high,M,19,1898,Yes
655,D,Ship,4,5,249,2,low,M,4,2725,Yes
656,F,Ship,2,3,264,2,low,F,63,2896,Yes
657,A,Ship,3,1,111,4,low,M,61,1844,Yes
658,B,Ship,3,1,242,3,medium,F,10,3606,Yes
659,C,Road,4,4,169,3,low,M,23,1058,Yes
660,F,Road,5,3,138,2,low,M,13,1056,Yes
661,D,Road,5,1,158,3,low,M,9,1483,Yes
662,F,Road,5,3,146,4,low,M,5,1718,Yes
663,A,Road,4,4,218,5,medium,F,36,2995,Yes
664,B,Road,3,2,178,2,medium,F,22,1247,Yes
665,C,Road,4,5,197,3,low,F,34,3784,Yes
666,F,Road,3,3,243,2,medium,M,17,3230,Yes
667,D,Road,5,2,254,4,high,M,37,2608,Yes
668,F,Road,3,1,237,4,low,M,33,2782,Yes
669,A,Road,5,1,179,3,low,F,62,1945,Yes
670,B,Road,3,2,189,3,medium,M,38,2108,Yes
671,C,Road,4,3,244,3,medium,M,1,3982,Yes
672,F,Road,3,3,266,2,medium,M,46,3594,Yes
673,D,Road,5,4,263,3,high,M,10,2538,Yes
674,F,Road,3,2,247,2,medium,M,39,3189,Yes
675,A,Road,4,5,202,3,low,F,6,2616,Yes
676,B,Road,4,4,227,3,medium,F,1,2761,Yes
677,C,Road,4,5,189,2,low,F,15,2457,Yes
678,F,Road,6,4,160,2,low,F,31,1689,Yes
679,D,Road,3,3,117,3,medium,M,56,1618,Yes
680,F,Road,3,1,202,2,high,M,52,2312,Yes
681,A,Flight,4,3,201,3,medium,F,54,2487,Yes
682,B,Flight,3,4,273,2,medium,F,39,2651,Yes
683,C,Flight,4,4,143,2,medium,M,58,1038,Yes
684,F,Flight,4,5,137,4,high,M,29,1262,Yes
685,D,Flight,5,5,236,3,high,M,34,3455,Yes
686,F,Flight,4,2,241,2,low,M,17,3844,Yes
687,A,Flight,4,2,187,2,low,F,6,3625,Yes
688,B,Flight,4,5,273,2,high,M,63,3516,Yes
689,C,Flight,5,2,170,3,low,M,15,1314,Yes
690,F,Flight,3,5,138,3,low,F,37,1266,Yes
691,D,Flight,5,4,150,2,low,M,60,1034,Yes
692,F,Flight,5,5,140,3,high,F,42,1384,Yes
693,A,Flight,4,1,250,2,low,M,17,3544,Yes
694,B,Flight,3,3,207,7,medium,M,19,2182,Yes
695,C,Flight,4,4,214,3,low,M,36,2684,Yes
696,F,Flight,4,1,179,3,low,M,63,1215,Yes
697,D,Flight,5,1,149,4,medium,F,20,1110,Yes
698,F,Flight,3,5,151,2,low,F,16,1422,Yes
699,A,Flight,4,3,264,3,medium,M,23,2376,Yes
700,B,Flight,6,5,113,3,high,M,31,1037,Yes
701,C,Flight,6,1,281,3,medium,F,36,2536,Yes
702,F,Flight,4,2,197,7,medium,M,43,3730,Yes
703,D,Ship,3,4,265,8,low,F,35,3299,Yes
704,F,Ship,4,2,259,3,low,F,47,3764,Yes
705,A,Ship,5,1,200,8,low,F,18,3806,Yes
706,B,Ship,2,4,111,2,high,M,60,1787,Yes
707,C,Ship,3,5,223,3,medium,M,53,3670,Yes
708,F,Ship,3,3,241,3,low,M,5,2713,Yes
709,D,Ship,4,1,139,3,low,F,25,1152,Yes
710,F,Ship,7,1,192,3,low,M,38,1372,Yes
711,A,Ship,3,4,117,3,medium,M,23,1527,Yes
712,B,Ship,3,1,202,2,high,F,21,3120,Yes
713,C,Ship,4,2,201,3,medium,F,39,2066,Yes
714,F,Ship,3,3,273,2,medium,F,16,2466,Yes
715,D,Ship,4,3,143,2,medium,F,64,1910,Yes
716,F,Ship,4,1,137,4,high,M,15,1391,Yes
717,A,Ship,5,3,236,3,high,F,47,3519,Yes
718,B,Ship,4,1,241,2,low,F,39,2935,Yes
719,C,Ship,4,5,187,2,low,M,44,3218,Yes
720,F,Ship,4,3,273,2,high,M,43,3462,Yes
721,D,Ship,5,3,170,3,low,F,12,1018,Yes
722,F,Ship,3,4,138,3,low,F,54,1648,Yes
723,A,Ship,5,3,150,2,low,M,2,1682,Yes
724,B,Ship,5,4,140,3,high,F,56,1332,Yes
725,C,Ship,4,3,250,2,low,F,46,2878,Yes
726,F,Ship,3,4,207,7,medium,F,46,2670,Yes
727,D,Ship,4,2,214,3,low,F,18,2574,Yes
728,F,Ship,4,3,179,3,low,M,45,1903,Yes
729,A,Ship,5,2,149,4,medium,M,48,1068,Yes
730,B,Ship,3,1,151,2,low,F,4,1748,Yes
731,C,Ship,4,5,264,3,medium,M,16,2245,Yes
732,F,Ship,6,5,113,3,high,F,35,1402,Yes
733,D,Ship,6,3,281,3,medium,M,11,2135,Yes
734,F,Ship,4,4,197,7,medium,F,22,2065,Yes
735,A,Ship,3,4,265,8,low,M,2,3622,Yes
736,B,Ship,4,1,259,3,low,M,39,2427,Yes
737,C,Ship,5,3,200,8,low,F,9,2741,Yes
738,F,Ship,2,1,111,2,high,F,10,1920,Yes
739,D,Ship,3,2,223,3,medium,F,6,2127,Yes
740,F,Ship,3,2,241,3,low,M,22,3030,Yes
741,A,Ship,4,5,139,3,low,F,65,1277,Yes
742,B,Ship,7,4,192,3,low,F,33,1694,Yes
743,C,Ship,3,5,180,4,medium,F,59,1481,Yes
744,F,Ship,3,3,153,5,low,M,35,1089,Yes
745,D,Ship,2,4,280,4,low,M,48,1463,Yes
746,F,Ship,7,5,243,5,medium,M,28,1100,Yes
747,A,Ship,3,4,214,2,low,M,50,3881,Yes
748,B,Ship,4,4,177,2,low,M,6,1112,Yes
749,C,Ship,3,2,182,3,medium,F,39,3828,Yes
750,F,Ship,4,5,185,3,medium,M,17,2824,Yes
751,D,Ship,3,3,143,3,medium,M,23,1281,Yes
752,F,Ship,3,3,162,3,medium,M,7,1901,Yes
753,A,Ship,3,1,171,2,low,M,34,1999,Yes
754,B,Ship,5,1,227,3,low,F,14,2589,Yes
755,C,Ship,3,5,205,6,low,F,25,2232,Yes
756,F,Ship,3,5,258,3,low,M,17,3033,Yes
757,D,Ship,4,5,195,5,medium,F,10,3537,Yes
758,F,Ship,4,1,224,2,low,M,8,3638,Yes
759,A,Ship,2,5,192,6,low,F,41,2673,Yes
760,B,Ship,3,3,202,3,medium,F,35,3986,Yes
761,C,Ship,5,3,235,2,medium,F,12,3358,Yes
762,F,Ship,3,4,218,3,low,M,22,3818,Yes
763,D,Ship,6,5,176,4,medium,M,31,1262,Yes
764,F,Ship,3,3,221,2,medium,F,26,3120,Yes
765,A,Ship,3,4,157,3,low,F,32,1370,Yes
766,B,Ship,4,2,259,4,low,F,13,2495,Yes
767,C,Ship,2,1,249,3,low,M,11,2534,Yes
768,F,Ship,4,1,263,5,low,F,62,2292,Yes
769,D,Ship,4,3,141,3,low,F,2,1915,Yes
770,F,Ship,4,1,114,3,medium,F,9,1240,Yes
771,A,Ship,3,4,179,4,low,F,44,1004,Yes
772,B,Ship,4,3,179,3,medium,M,40,1584,Yes
773,C,Ship,3,5,193,3,low,F,47,3523,Yes
774,F,Ship,3,2,137,3,medium,F,23,1246,Yes
775,D,Ship,3,5,110,3,low,M,55,1875,Yes
776,F,Ship,3,1,270,3,medium,F,61,3582,Yes
777,A,Ship,5,1,175,3,medium,F,64,1110,Yes
778,B,Ship,5,1,234,2,low,M,12,2372,Yes
779,C,Ship,2,4,177,3,medium,M,48,1113,Yes
780,F,Ship,3,4,153,2,low,F,24,1442,Yes
781,D,Ship,4,5,252,3,low,M,16,2332,Yes
782,F,Ship,2,4,122,2,low,F,32,1213,Yes
783,A,Ship,4,5,215,2,medium,F,34,2258,Yes
784,B,Ship,3,3,140,4,low,F,47,1207,Yes
785,C,Ship,3,1,209,2,low,M,43,2237,Yes
786,F,Ship,2,3,144,3,high,M,40,1500,Yes
787,D,Ship,4,2,210,3,low,M,16,2046,Yes
788,F,Ship,5,1,160,3,medium,F,22,1693,Yes
789,A,Ship,5,4,134,2,low,F,20,1549,Yes
790,B,Ship,3,2,138,3,medium,F,34,1159,Yes
791,C,Ship,4,3,200,2,medium,M,65,3485,Yes
792,F,Ship,5,4,133,2,medium,M,30,1161,Yes
793,D,Ship,2,4,121,5,low,M,32,1788,Yes
794,F,Ship,4,3,257,3,medium,M,5,2489,Yes
795,A,Ship,4,5,255,4,low,M,14,3099,Yes
796,B,Road,4,1,158,3,low,F,32,1061,Yes
797,C,Road,4,4,248,4,low,F,49,2322,Yes
798,F,Road,2,3,194,4,medium,M,65,3795,Yes
799,D,Road,4,3,184,3,medium,F,19,2774,Yes
800,F,Road,5,5,249,4,medium,F,38,2797,Yes
801,A,Road,5,5,170,2,medium,F,36,1278,Yes
802,B,Road,3,4,261,2,medium,F,1,3398,Yes
803,C,Road,3,2,262,2,low,F,26,2370,Yes
804,F,Road,4,4,224,3,medium,M,9,2952,Yes
805,D,Road,3,4,130,2,medium,F,42,1213,Yes
806,F,Road,4,1,133,3,low,M,57,1379,Yes
807,A,Road,3,1,145,4,low,F,58,1751,Yes
808,B,Road,2,4,136,6,low,F,53,1213,Yes
809,C,Road,4,5,163,5,low,M,24,1658,Yes
810,F,Road,3,3,183,3,low,F,45,2181,Yes
811,D,Road,5,3,216,3,medium,F,1,2434,Yes
812,F,Road,4,1,182,3,medium,M,28,2005,Yes
813,A,Road,4,5,191,3,low,F,19,2392,Yes
814,B,Road,3,2,140,2,high,F,7,1401,Yes
815,C,Road,4,4,161,3,high,F,59,1165,Yes
816,F,Road,4,2,200,4,low,M,43,2747,Yes
817,D,Road,4,1,176,3,medium,F,36,1891,Yes
818,F,Flight,5,2,247,3,low,M,32,3645,Yes
819,A,Flight,3,4,262,2,low,M,15,3287,Yes
820,B,Flight,4,5,154,2,low,F,49,1532,Yes
821,C,Flight,3,1,186,3,medium,F,11,3800,Yes
822,F,Flight,2,1,98,3,low,F,29,1806,Yes
823,D,Flight,3,3,268,3,low,F,33,3872,Yes
824,F,Flight,5,3,178,2,medium,F,60,1830,Yes
825,A,Flight,3,1,142,2,high,M,18,1428,Yes
826,B,Flight,4,5,160,3,low,M,33,1837,Yes
827,C,Flight,5,2,232,2,medium,M,24,2174,Yes
828,F,Flight,4,2,209,2,low,F,23,2533,Yes
829,D,Flight,4,2,230,3,medium,M,33,3602,Yes
830,F,Flight,5,4,223,3,low,F,40,2074,Yes
831,A,Flight,4,4,201,3,high,F,7,2644,Yes
832,B,Flight,3,5,224,3,medium,F,20,2937,Yes
833,C,Flight,2,3,251,3,low,F,2,3351,Yes
834,F,Flight,3,4,145,6,medium,M,57,1949,Yes
835,D,Flight,5,4,271,3,medium,F,16,2563,Yes
836,F,Flight,3,5,218,4,medium,M,60,3048,Yes
837,A,Flight,3,4,229,2,low,M,51,2628,Yes
838,B,Flight,5,2,278,2,low,F,17,2493,Yes
839,C,Flight,2,4,168,3,low,F,15,1886,Yes
840,F,Ship,5,2,151,6,medium,M,12,1920,Yes
841,D,Ship,3,1,232,3,low,M,9,2958,Yes
842,F,Ship,3,2,140,2,low,F,16,1685,Yes
843,A,Ship,4,2,141,3,low,M,34,1619,Yes
844,B,Ship,5,4,182,5,medium,F,23,3398,Yes
845,C,Ship,4,2,139,5,low,F,52,1977,Yes
846,F,Ship,5,2,145,5,medium,F,22,1818,Yes
847,D,Ship,4,4,140,3,medium,M,11,1911,Yes
848,F,Ship,3,4,267,3,medium,F,62,3589,Yes
849,A,Ship,3,1,191,3,high,F,60,2069,Yes
850,B,Ship,4,2,133,4,medium,F,52,1401,Yes
851,C,Ship,4,2,170,2,low,F,1,1446,Yes
852,F,Ship,4,5,170,2,low,F,57,1533,Yes
853,D,Ship,3,2,149,4,medium,F,21,1636,Yes
854,F,Ship,5,4,279,2,medium,F,1,3933,Yes
855,A,Ship,4,3,121,2,medium,M,11,1906,Yes
856,B,Ship,3,2,139,2,low,M,63,1767,Yes
857,C,Ship,3,4,265,2,high,F,64,2493,Yes
858,F,Ship,5,2,239,5,medium,M,24,2472,Yes
859,D,Ship,4,3,119,5,medium,M,5,1841,Yes
860,F,Ship,4,1,265,4,low,F,30,3896,Yes
861,A,Ship,5,3,144,6,medium,F,35,1009,Yes
862,B,Ship,3,2,148,2,low,F,58,1537,Yes
863,C,Ship,5,4,269,2,medium,M,38,2770,Yes
864,F,Ship,2,3,188,3,medium,F,51,3191,Yes
865,D,Ship,3,4,187,2,high,M,8,3725,Yes
866,F,Ship,6,1,168,5,high,F,65,1601,Yes
867,A,Ship,4,1,199,2,low,F,46,3371,Yes
868,B,Ship,4,3,261,3,low,F,10,2802,Yes
869,C,Ship,3,1,218,3,low,M,4,2304,Yes
870,F,Ship,3,1,196,3,low,F,64,2911,Yes
871,D,Ship,4,5,147,3,medium,F,46,1469,Yes
872,F,Ship,4,2,208,3,high,M,17,2777,Yes
873,A,Ship,3,1,178,5,low,F,15,1242,Yes
874,B,Ship,4,4,197,3,medium,M,20,3080,Yes
875,C,Ship,2,4,206,2,low,F,30,3955,Yes
876,F,Ship,4,1,222,3,medium,M,45,3158,Yes
877,D,Ship,3,3,247,2,medium,M,55,3461,Yes
878,F,Ship,4,1,222,3,medium,M,25,2582,Yes
879,A,Ship,6,1,205,5,low,M,14,3213,Yes
880,B,Ship,5,2,244,3,low,M,8,3571,Yes
881,C,Ship,2,4,194,6,medium,F,39,3770,Yes
882,F,Ship,4,5,190,2,low,M,36,3548,Yes
883,D,Ship,3,4,169,2,low,M,17,1242,Yes
884,F,Ship,3,2,251,2,low,F,5,3443,Yes
885,A,Ship,2,2,161,2,medium,F,1,1642,Yes
886,B,Ship,3,2,252,4,low,M,29,2353,Yes
887,C,Ship,4,2,271,3,low,F,19,2693,Yes
888,F,Ship,5,3,150,3,medium,M,21,1187,Yes
889,D,Ship,3,5,212,3,high,M,6,2069,Yes
890,F,Ship,5,3,198,4,high,M,65,3407,Yes
891,A,Ship,3,4,266,2,high,F,33,3798,Yes
892,B,Ship,3,4,255,4,low,F,12,2266,Yes
893,C,Ship,4,1,166,3,high,F,3,1453,Yes
894,F,Ship,3,2,232,2,low,F,39,2139,Yes
895,D,Ship,3,5,198,2,medium,F,62,3015,Yes
896,F,Ship,4,3,170,3,low,F,21,1588,Yes
897,A,Ship,4,2,162,2,low,M,16,1014,Yes
898,B,Ship,3,4,135,3,low,M,22,1378,Yes
899,C,Ship,3,5,242,3,medium,M,19,3753,Yes
900,F,Ship,4,3,206,3,medium,F,20,2247,Yes
901,D,Ship,5,5,253,6,medium,M,59,2627,Yes
902,F,Ship,5,3,208,3,medium,M,35,3884,Yes
903,A,Ship,3,3,250,3,low,F,33,3463,Yes
904,B,Ship,4,1,143,2,medium,M,3,1996,Yes
905,C,Ship,5,5,236,3,medium,F,62,3365,Yes
906,F,Ship,4,4,147,3,low,M,13,1145,Yes
907,D,Ship,2,5,113,5,low,M,43,1638,Yes
908,F,Ship,5,1,165,2,high,M,54,1190,Yes
909,A,Ship,4,1,235,4,low,M,22,2066,Yes
910,B,Ship,4,5,186,10,low,F,42,3521,Yes
911,C,Ship,4,2,274,10,medium,F,29,2949,Yes
912,F,Ship,2,5,163,3,medium,F,37,1079,Yes
913,D,Ship,4,4,161,3,low,F,6,1386,Yes
914,F,Ship,4,4,264,2,low,M,35,2336,Yes
915,A,Ship,3,1,255,2,medium,M,42,3459,Yes
916,B,Ship,4,1,258,3,medium,M,3,3928,Yes
917,C,Ship,5,5,261,8,medium,M,39,2103,Yes
918,F,Ship,5,3,188,7,medium,M,3,3637,Yes
919,D,Ship,3,4,188,3,high,M,11,3072,Yes
920,F,Ship,3,2,160,10,medium,M,25,1548,Yes
921,A,Ship,3,2,214,2,low,M,26,3503,Yes
922,B,Ship,4,4,209,8,medium,F,46,3345,Yes
923,C,Ship,4,1,208,7,high,M,8,2193,Yes
924,F,Ship,3,3,265,4,low,M,47,2557,Yes
925,D,Ship,4,1,161,2,high,F,41,1992,Yes
926,F,Ship,5,3,217,3,high,F,61,3067,Yes
927,A,Ship,3,1,210,2,low,F,52,2444,Yes
928,B,Ship,3,3,179,2,low,F,60,1808,Yes
929,C,Ship,3,2,180,4,medium,M,55,1165,Yes
930,F,Ship,3,3,153,5,low,F,12,1972,Yes
931,D,Ship,4,3,162,2,low,M,2,1714,Yes
932,F,Ship,3,2,135,3,low,M,27,1898,Yes
933,A,Road,3,5,242,3,medium,F,3,2268,Yes
934,B,Road,4,4,206,3,medium,F,33,2804,Yes
935,C,Road,5,1,253,6,medium,M,12,2486,Yes
936,F,Road,5,2,208,3,medium,M,8,3442,Yes
937,D,Road,3,2,250,3,low,F,49,3798,Yes
938,F,Road,4,5,143,2,medium,F,20,1360,Yes
939,A,Road,5,3,236,3,medium,M,7,3589,Yes
940,B,Road,4,1,147,3,low,F,15,1956,Yes
941,C,Road,2,1,113,5,low,F,9,1957,Yes
942,F,Road,5,4,165,2,high,M,46,1482,Yes
943,D,Road,4,4,235,4,low,M,50,2020,Yes
944,F,Road,4,2,186,10,low,M,45,3722,Yes
945,A,Road,4,5,274,10,medium,F,5,3910,Yes
946,B,Road,2,2,163,3,medium,M,35,1547,Yes
